id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,tags,replies,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,gif_url,gif_thumb,video_url,video_thumb,is_quote_status,quote_id,quote_url,is_reply_to,has_parent_tweet
1076400867601920002,1076350863071862784,1545468940000,2018-12-22,15:55:40,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,"Ibu WulanMarkyWL. Terima kasih kembali, semoga sehat selalu. -at",[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 86473696, 'id_str': '86473696', 'screen_name': 'WulanMarkyWL'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076400867601920002,,,,,,0,0,,1,1
1076396961073311746,1076347035790368770,1545468008000,2018-12-22,15:40:08,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,Bapak maulahayya. Mohon konfirmasikan dahulu untuk indikasi cesar atau normal. -at,[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 1044166034633232385, 'id_str': '1044166034633232385', 'screen_name': 'maulahayya'}]",[],[],[],1,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076396961073311746,,,,,,0,0,,1,1
1076386976499085312,1076363088356507648,1545465628000,2018-12-22,15:00:28,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,Salam sehat Bapak Sahrul. Tidak ada batasan untuk perubahan faskes 1. Faskes 1 bisa diubah jika sudah terdaftar 3 bulan terdaftar di faskes 1 sebelumnya. -by,[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 100463779, 'id_str': '100463779', 'screen_name': 'MohammadSahrul'}]",[],[],[],0,1,2,,[],https://twitter.com/BPJSKesehatanRI/status/1076386976499085312,,,,,,0,0,,1,1
1076385765792182272,1076332495736426497,1545465339000,2018-12-22,14:55:39,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,Mohon maaf atas ketidaknyamanannya. Kami sarankan agar Bapak konfirmasi/ melapor kepada pihak management Rumah sakit tersebut terkait waiting list untuk pelayanan di RSU Pesanggrahan . -by,[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 98844334, 'id_str': '98844334', 'screen_name': 'ravinovic'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076385765792182272,,,,,,0,0,,1,1
1076383344651161600,1068563398558810112,1545464762000,2018-12-22,14:46:02,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,", untuk kerahasian data silahkan  DM/Inbok no nik KTP, nama lengkap dan Tanggal lahir. agar kami bisa informasikan no kartu BPJSnya. Terima Kasih. -aa",[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 719028114, 'id_str': '719028114', 'screen_name': 'AlexAksis'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076383344651161600,,,,,,0,0,,1,1
1076381693009747969,1076297761560002560,1545464368000,2018-12-22,14:39:28,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,", Salam Sehat Bapak /Ibu , saat ini silahkan DM/inbok ke kami untuk No NIK yang tertera di KK untuk peserta yang di daftarkan beserta nama dan tanggal lahirnya. Terima kasih. -aa",[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 1055479641283059714, 'id_str': '1055479641283059714', 'screen_name': 'MundyRaharjo'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076381693009747969,,,,,,0,0,,1,1
1076379491667128326,1076356340862210048,1545463843000,2018-12-22,14:30:43,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,melalui DM ? Agar kami bantu melakukan pengeekan data.  -by (2/0),[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 107068330, 'id_str': '107068330', 'screen_name': 'Adzinimaula94'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076379491667128326,,,,,,0,0,,1,1
1076379490056433664,1076356340862210048,1545463843000,2018-12-22,14:30:43,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,Salam sehat Bapak Adzini. Jika ada tunggakan iuran maka silahkan langsung lunasi tunggakan dan setelah itu status kepesertaan langsung aktif sehingga tidak perlu ke kantor cabang BPJS Kesehatan. Apakah bisa infokan Nomor kartu dan atas namanya (1/0),[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 107068330, 'id_str': '107068330', 'screen_name': 'Adzinimaula94'}]",[],[],[],1,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076379490056433664,,,,,,0,0,,1,1
1076377089031385089,1076350863071862784,1545463270000,2018-12-22,14:21:10,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,"Salam Sehat Ibu WulanMarkyWL . Apabila lulus test, maka akan diinformasikan melalui telpon atau email. Terima Kasih . -at",[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 86473696, 'id_str': '86473696', 'screen_name': 'WulanMarkyWL'}]",[],[],[],1,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076377089031385089,,,,,,0,0,,1,1
1076376766518718464,1076348394640105472,1545463193000,2018-12-22,14:19:53,WIB,1522337929,bpjskesehatanri,BPJS Kesehatan RI,,kantor cabang BPJS Kesehatan. Terima Kasih. -aa (2/0),[],"[{'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 245742139, 'id_str': '245742139', 'screen_name': 'dindafebbyy'}]",[],[],[],0,0,0,,[],https://twitter.com/BPJSKesehatanRI/status/1076376766518718464,,,,,,0,0,,1,1
